Apertura CaidaPresion Velocidad
100	368	24.79843207
95	364	24.79843207
90	356	24.79843207
85	342	24.27630134
80	325	23.56213569
75	305	22.63776773
70	283	22.06456665
65	255	20.66536006
60	232	19.60488194
55	198	17.53513948
50	171	16.53228805
45	143	15.46453942
40	108	12.73898349
35	82	11.31888386
30	66	10.1239175
25	51	8.767569741000001
20	36	8.266144024000001
15	15	6.534960646
10	10	6.534960646
5	3	5.06195875
