Apertura CaidaPresion Velocidad
100	46	20.58087787
95	46	20.51686255
90	45	19.99736398
85	43	19.46400482
80	40	18.49364998
75	36	17.54461686
70	33	16.4615062
65	29	15.30192119
60	24	13.7631298
55	21	12.24583449
50	17	11.11987452
45	14	9.595883787
40	11	8.428161319000001
35	9	7.253806317
30	7	6.068969786
25	6	4.866001206
20	5	4.587709934
15	5	3.626903159
10	4	3.626903159
5	4	2.809387106
