Apertura CaidaPresion Velocidad
100	45	20.6446947
95	45	20.45264686
90	45	19.79903812
85	41	19.26018764
80	39	18.42238324
75	35	17.31822522
70	32	16.22000402
65	27	14.95410482
60	24	13.47334725
55	19	12.13793957
50	15	10.75913349
45	12	9.317682921999999
40	10	8.270611701
35	8	6.8815649
30	6	5.618774213
25	6	4.866001206
20	5	4.587709934
15	4	3.626903159
10	4	3.626903159
5	3	2.809387106
